transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add-on_total,add_on_1,add_on_2,add_on_3
TRS3009230011,8813,63,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2023-09-30,Overnight,65.48,Extended Warranty,Extended Warranty,Impulse Item
TRS3009230012,7497,39,Female,No,Laptop,SKU1005,3,Completed,PayPal,2319.8,463.96,5,2023-09-30,Express,60.94,Impulse Item,Extended Warranty,Impulse Item
TRS3009230013,7512,28,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,2023-09-30,Overnight,76.3,Extended Warranty,Impulse Item,None
TRS3009230014,9019,72,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2023-09-30,Standard,23.47,Impulse Item,Accessory,None
TRS3009230015,8596,30,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-09-30,Express,0.0,None,None,None
TRS3009230016,3400,57,Female,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,2023-09-30,Standard,0.0,None,None,None
TRS3009230017,7532,44,Male,No,Laptop,SKU1005,3,Completed,PayPal,463.96,463.96,1,2023-09-30,Overnight,0.0,None,None,None
TRS3009230018,6929,36,Male,Yes,Laptop,SKU1005,3,Cancelled,PayPal,1391.88,463.96,3,2023-09-30,Overnight,112.59,Accessory,Accessory,Impulse Item
TRS3009230019,6527,72,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2023-09-30,Standard,63.84,Extended Warranty,Accessory,None
TRS3009230020,8594,33,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2023-09-30,Express,0.0,None,None,None
TRS3009230021,5009,51,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2023-09-30,Standard,0.0,None,None,None
TRS3009230022,1268,54,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2023-09-30,Standard,0.0,None,None,None
TRS3009230023,9640,58,Male,Yes,Smartphone,SKU1004,2,Completed,PayPal,1582.38,791.19,2,2023-09-30,Express,41.47,Extended Warranty,None,None
TRS3009230024,5072,74,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2023-09-30,Standard,54.64,Extended Warranty,Impulse Item,None
TRS3009230025,6243,42,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2023-09-30,Overnight,43.49,Accessory,None,None
TRS3009230026,4557,42,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,247.03,247.03,1,2023-09-30,Overnight,75.12,Extended Warranty,Accessory,None
TRS3009230027,8247,30,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-09-30,Overnight,67.08,Impulse Item,Accessory,None
TRS3009230028,2515,61,Male,Yes,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2023-09-30,Overnight,85.01,Impulse Item,Extended Warranty,None
TRS3009230029,2959,51,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2023-09-30,Standard,30.56,Accessory,None,None
TRS3009230030,9806,73,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2023-09-30,Express,86.1,Impulse Item,Extended Warranty,Accessory
TRS0110230001,8299,22,Female,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2023-10-01,Express,61.46,Accessory,Extended Warranty,None
TRS0110230002,7134,47,Female,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,2023-10-01,Overnight,5.64,Impulse Item,None,None
TRS0110230003,5846,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2023-10-01,Express,24.09,Accessory,None,None
TRS0110230004,9915,48,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,741.09,247.03,3,2023-10-01,Overnight,76.71,Extended Warranty,Impulse Item,None
TRS0110230005,8786,55,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,207.5,20.75,10,2023-10-01,Standard,87.91,Extended Warranty,Accessory,Impulse Item
TRS0110230006,2666,54,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,2534.49,844.83,3,2023-10-01,Express,18.83,Accessory,None,None
TRS0110230007,1349,53,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2023-10-01,Standard,81.26,Accessory,Accessory,Extended Warranty
TRS0110230008,2561,37,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2023-10-01,Standard,0.0,None,None,None
TRS0110230009,6233,39,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2023-10-01,Overnight,0.0,None,None,None
TRS0110230010,1797,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-10-01,Express,0.0,None,None,None
TRS0110230011,6798,26,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2023-10-01,Standard,41.16,Impulse Item,Impulse Item,None
TRS0110230012,3393,50,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,2023-10-01,Express,81.14,Extended Warranty,Extended Warranty,Accessory
TRS0110230013,7723,58,Female,No,Laptop,SKU1005,3,Completed,PayPal,4639.6,463.96,10,2023-10-01,Express,14.46,Extended Warranty,None,None
TRS0110230014,4973,20,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-10-01,Express,26.06,Impulse Item,None,None
TRS0110230015,2080,80,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-10-01,Standard,7.13,Extended Warranty,None,None
TRS0110230016,5075,18,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,7120.71,791.19,9,2023-10-01,Express,0.0,None,None,None
TRS0110230017,4500,54,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,3379.32,844.83,4,2023-10-01,Standard,79.59,Extended Warranty,Accessory,None
TRS0110230018,4478,30,Male,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-10-01,Express,56.91,Extended Warranty,Extended Warranty,Impulse Item
TRS0110230019,6602,63,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2023-10-01,Standard,12.45,Accessory,None,None
TRS0110230020,7555,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2023-10-01,Express,0.0,None,None,None
TRS0110230021,2223,29,Male,No,Laptop,SKU1005,3,Cancelled,PayPal,4639.6,463.96,10,2023-10-01,Express,0.0,None,None,None
TRS0110230022,5622,45,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2023-10-01,Overnight,70.42,Extended Warranty,Accessory,Extended Warranty
TRS0110230023,8189,76,Male,No,Smartphone,SKU1001,5,Completed,PayPal,207.5,20.75,10,2023-10-01,Overnight,0.0,None,None,None
TRS0110230024,1592,39,Male,Yes,Laptop,SKU1005,3,Completed,PayPal,4639.6,463.96,10,2023-10-01,Overnight,8.31,Impulse Item,None,None
TRS0110230025,9686,27,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2023-10-01,Overnight,10.66,Extended Warranty,None,None
TRS0110230026,4120,19,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2023-10-01,Express,0.0,None,None,None
TRS0110230027,1718,73,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-01,Express,0.0,None,None,None
TRS0110230028,4116,30,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2023-10-01,Standard,75.8,Impulse Item,Accessory,Extended Warranty
TRS0110230029,9227,26,Female,No,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,2023-10-01,Overnight,62.33,Extended Warranty,Accessory,Extended Warranty
TRS0110230030,3881,27,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2023-10-01,Standard,34.21,Accessory,None,None
TRS0110230031,7782,39,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-01,Overnight,87.61,Accessory,Accessory,Impulse Item
TRS0210230001,1556,77,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2023-10-02,Express,42.87,Accessory,Impulse Item,Impulse Item
TRS0210230002,7155,64,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2023-10-02,Express,61.16,Accessory,Impulse Item,Impulse Item
TRS0210230003,6878,73,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2023-10-02,Express,37.33,Extended Warranty,Accessory,None
TRS0210230004,9785,36,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2023-10-02,Standard,6.69,Accessory,None,None
TRS0210230005,7533,63,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2023-10-02,Standard,33.83,Accessory,Impulse Item,None
TRS0210230006,9564,19,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2023-10-02,Standard,73.83,Accessory,Extended Warranty,Accessory
TRS0210230007,9339,79,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,1689.66,844.83,2,2023-10-02,Overnight,0.0,None,None,None
TRS0210230008,7252,33,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2023-10-02,Overnight,78.38,Impulse Item,Impulse Item,Impulse Item
TRS0210230009,7685,70,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2023-10-02,Express,7.29,Impulse Item,None,None
TRS0210230010,2030,67,Male,No,Smartphone,SKU1001,5,Completed,PayPal,145.25,20.75,7,2023-10-02,Standard,46.92,Accessory,Extended Warranty,None
TRS0210230011,7963,31,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2023-10-02,Overnight,35.56,Impulse Item,Impulse Item,Accessory
TRS0210230012,7880,77,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2023-10-02,Standard,63.88,Impulse Item,Accessory,Extended Warranty
TRS0210230013,7943,20,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2023-10-02,Express,64.6,Impulse Item,Impulse Item,Extended Warranty
TRS0210230014,5385,63,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2023-10-02,Standard,37.17,Impulse Item,None,None
TRS0210230015,2003,77,Male,No,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,2023-10-02,Express,38.4,Impulse Item,None,None
TRS0210230016,4384,55,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2023-10-02,Express,65.25,Accessory,Impulse Item,Extended Warranty
TRS0210230017,4387,45,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2023-10-02,Overnight,101.27,Accessory,Extended Warranty,Extended Warranty
TRS0210230018,5004,62,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2023-10-02,Standard,0.0,None,None,None
TRS0210230019,6054,61,Female,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,2023-10-02,Standard,62.04,Extended Warranty,Extended Warranty,None
TRS0210230020,2091,21,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2023-10-02,Standard,31.11,Accessory,None,None
TRS0210230021,8441,65,Female,No,Tablet,SKU1002,3,Completed,PayPal,247.03,247.03,1,2023-10-02,Standard,0.0,None,None,None
TRS0310230001,3443,50,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2023-10-03,Overnight,20.01,Impulse Item,None,None
TRS0310230002,8385,71,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2023-10-03,Express,65.63,Accessory,Accessory,Accessory
TRS0310230003,2323,23,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,2023-10-03,Overnight,62.01,Extended Warranty,Impulse Item,None
TRS0310230004,1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,2023-10-03,Overnight,0.0,None,None,None
TRS0310230005,5194,73,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-03,Overnight,110.25,Accessory,Accessory,Accessory
TRS0310230006,3869,30,Male,Yes,Smartwatch,SKU1003,3,Completed,PayPal,6758.64,844.83,8,2023-10-03,Express,36.93,Accessory,Impulse Item,None
TRS0310230007,3615,74,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2023-10-03,Overnight,36.96,Accessory,None,None
TRS0310230008,4854,24,Male,Yes,Smartphone,SKU1004,2,Completed,PayPal,791.19,791.19,1,2023-10-03,Overnight,63.4,Accessory,Impulse Item,Accessory
TRS0310230009,7340,77,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2223.27,247.03,9,2023-10-03,Standard,0.0,None,None,None
TRS0310230010,2058,49,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,2023-10-03,Standard,28.05,Impulse Item,None,None
TRS0310230011,4965,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-10-03,Standard,83.7,Impulse Item,Accessory,None
TRS0310230012,5223,40,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2023-10-03,Standard,100.06,Extended Warranty,Impulse Item,Accessory
TRS0310230013,6275,29,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2023-10-03,Standard,41.22,Impulse Item,Accessory,None
TRS0310230014,3948,40,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,2023-10-03,Overnight,26.56,Extended Warranty,Impulse Item,None
TRS0310230015,9371,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2023-10-03,Overnight,74.07,Accessory,Accessory,Impulse Item
TRS0310230016,2556,35,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2023-10-03,Standard,77.1,Accessory,Impulse Item,Accessory
TRS0310230017,2674,62,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,2023-10-03,Standard,34.39,Extended Warranty,Extended Warranty,Impulse Item
TRS0310230018,1006,24,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,2023-10-03,Standard,43.05,Impulse Item,None,None
TRS0310230019,4255,36,Female,No,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,2023-10-03,Express,63.8,Accessory,Accessory,Extended Warranty
TRS0310230020,7514,35,Male,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,2023-10-03,Standard,8.36,Extended Warranty,None,None
TRS0310230021,5698,60,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2023-10-03,Overnight,91.37,Accessory,Extended Warranty,Accessory
TRS0310230022,2966,28,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2023-10-03,Standard,65.75,Extended Warranty,Accessory,None
TRS0310230023,2501,72,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2023-10-03,Overnight,0.0,None,None,None
TRS0310230024,9136,56,Female,Yes,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2023-10-03,Express,0.0,None,None,None
TRS0310230025,2292,70,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2023-10-03,Overnight,81.43,Accessory,Impulse Item,Extended Warranty
TRS0310230026,1753,36,Female,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,2023-10-03,Overnight,0.0,None,None,None
TRS0310230027,3058,41,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2023-10-03,Overnight,0.0,None,None,None
TRS0310230028,7097,72,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,1729.21,247.03,7,2023-10-03,Standard,116.56,Impulse Item,Impulse Item,Impulse Item
TRS0310230029,8952,63,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-10-03,Standard,93.84,Accessory,Accessory,Accessory
TRS0410230001,6479,45,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2023-10-04,Express,84.83,Extended Warranty,Impulse Item,Impulse Item
TRS0410230002,3849,70,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2023-10-04,Overnight,0.0,None,None,None
TRS0410230003,2290,35,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2023-10-04,Express,32.29,Extended Warranty,None,None
TRS0410230004,4172,36,Female,No,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,2023-10-04,Standard,73.98,Impulse Item,Accessory,None
TRS0410230005,8137,18,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,6329.52,791.19,8,2023-10-04,Standard,110.03,Accessory,Accessory,Extended Warranty
TRS0410230006,8715,20,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,4747.14,791.19,6,2023-10-04,Standard,0.0,None,None,None
TRS0410230007,9425,50,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2023-10-04,Standard,41.24,Accessory,Extended Warranty,None
TRS0410230008,2138,21,Female,No,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,2023-10-04,Express,0.0,None,None,None
TRS0410230009,4618,80,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2023-10-04,Overnight,93.16,Impulse Item,Impulse Item,Impulse Item
TRS0410230010,3553,76,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2023-10-04,Standard,23.51,Accessory,None,None
TRS0410230011,3654,39,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-04,Standard,32.18,Extended Warranty,None,None
TRS0410230012,6135,37,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,2023-10-04,Overnight,83.92,Impulse Item,Extended Warranty,Impulse Item
TRS0410230013,8445,77,Female,No,Smartphone,SKU1001,5,Completed,PayPal,124.5,20.75,6,2023-10-04,Express,58.96,Accessory,Extended Warranty,Extended Warranty
TRS0410230014,5897,23,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,494.06,247.03,2,2023-10-04,Express,39.72,Extended Warranty,Accessory,None
TRS0410230015,5701,61,Female,No,Smartwatch,SKU1003,3,Cancelled,PayPal,5913.81,844.83,7,2023-10-04,Express,0.0,None,None,None
TRS0410230016,8888,57,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2023-10-04,Express,28.27,Impulse Item,None,None
TRS0410230017,8943,21,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2023-10-04,Overnight,119.37,Extended Warranty,Impulse Item,Extended Warranty
TRS0410230018,2272,36,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2023-10-04,Express,0.0,None,None,None
TRS0410230019,2427,19,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-10-04,Overnight,0.0,None,None,None
TRS0410230020,2422,61,Female,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-04,Overnight,39.42,Impulse Item,Impulse Item,None
TRS0410230021,1726,34,Male,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2023-10-04,Express,83.17,Accessory,Impulse Item,Accessory
TRS0410230022,3523,80,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2023-10-04,Overnight,49.53,Extended Warranty,None,None
TRS0410230023,5269,41,Female,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2023-10-04,Overnight,29.38,Impulse Item,Accessory,None
TRS0410230024,6648,37,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-10-04,Overnight,0.0,None,None,None
TRS0410230025,4204,55,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2023-10-04,Standard,92.84,Extended Warranty,Extended Warranty,Extended Warranty
TRS0410230026,8583,67,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,4224.15,844.83,5,2023-10-04,Standard,25.04,Accessory,None,None
TRS0410230027,4943,39,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-04,Express,0.0,None,None,None
TRS0410230028,9412,25,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2023-10-04,Overnight,83.92,Extended Warranty,Impulse Item,None
TRS0510230001,9927,68,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2023-10-05,Overnight,0.0,None,None,None
TRS0510230002,7852,26,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2023-10-05,Overnight,0.0,None,None,None
TRS0510230003,3346,52,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3164.76,791.19,4,2023-10-05,Overnight,53.99,Impulse Item,Extended Warranty,Extended Warranty
TRS0510230004,2923,44,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2023-10-05,Express,54.98,Impulse Item,Accessory,Impulse Item
TRS0510230005,2897,43,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2023-10-05,Overnight,75.91,Impulse Item,Extended Warranty,Accessory
TRS0510230006,3562,63,Male,Yes,Smartphone,SKU1001,5,Completed,PayPal,62.25,20.75,3,2023-10-05,Overnight,98.35,Accessory,Impulse Item,Accessory
TRS0510230007,4209,24,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2023-10-05,Overnight,37.98,Extended Warranty,None,None
TRS0510230008,2576,78,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,2023-10-05,Express,48.39,Extended Warranty,None,None
TRS0510230009,5312,71,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-10-05,Overnight,21.7,Extended Warranty,None,None
TRS0510230010,5416,78,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-10-05,Standard,50.38,Extended Warranty,Accessory,Extended Warranty
TRS0510230011,6297,21,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,2023-10-05,Overnight,76.76,Impulse Item,Extended Warranty,Impulse Item
TRS0510230012,7476,66,Male,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,2023-10-05,Express,0.0,None,None,None
TRS0510230013,5116,25,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,844.83,844.83,1,2023-10-05,Overnight,0.0,None,None,None
TRS0510230014,9643,19,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,20.75,20.75,1,2023-10-05,Express,0.0,None,None,None
TRS0510230015,7674,48,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2023-10-05,Standard,6.7,Extended Warranty,None,None
TRS0510230016,6504,52,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,186.75,20.75,9,2023-10-05,Express,107.99,Accessory,Accessory,Impulse Item
TRS0510230017,2157,38,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-10-05,Express,25.63,Extended Warranty,None,None
TRS0510230018,5417,68,Female,No,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,2023-10-05,Standard,0.0,None,None,None
TRS0510230019,8425,19,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2023-10-05,Overnight,77.63,Accessory,Extended Warranty,Extended Warranty
TRS0510230020,5637,69,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2023-10-05,Overnight,0.0,None,None,None
TRS0510230021,5435,29,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,2023-10-05,Standard,94.04,Accessory,Accessory,Impulse Item
TRS0510230022,4443,74,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2023-10-05,Express,0.0,None,None,None
TRS0510230023,6116,65,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2023-10-05,Express,45.85,Accessory,None,None
